pieza;descripcion;precio;unidad
FIJ-BUL-0129592720;BULON C/HEX ROSCA PARCIAL 8.8 M12x1.75x150;0.14097;Unidades
FIJ-BUL-0129611820;BULON C/HEX ROSCA PARCIAL 8.8 M16x2.00x80;0.162881;Unidades
FIJ-BUL-0129612420;BULON C/HEX ROSCA PARCIAL 8.8 M16x2.00x120;0.225413;Unidades
FIJ-BUL-0129612520;BULON C/HEX ROSCA PARCIAL 8.8 M16x2.00x130;0.238319;Unidades
FIJ-BUL-0129612620;BULON C/HEX ROSCA PARCIAL 8.8 M16x2.00x140;0.252226;Unidades
FIJ-BUL-0129612720;BULON C/HEX ROSCA PARCIAL 8.8 M16x2.00x150;0.265132;Unidades
FIJ-BUL-0151540320;BULON C/HEX FLANGEADO 8.8 M6x1.00x16;0.011206;Unidades
FIJ-BUL-0151540520;BULON C/HEX FLANGEADO 8.8 M6x1.00x20;0.012206;Unidades
FIJ-BUL-0151540720;BULON C/HEX FLANGEADO 8.8 M6x1.00x25;0.013807;Unidades
FIJ-BUL-0151540820;BULON C/HEX FLANGEADO 8.8 M6x1.00x30;0.015408;Unidades
FIJ-BUL-0151541020;BULON C/HEX FLANGEADO 8.8 M6x1.00x40;0.018309;Unidades
FIJ-BUL-0151541220;BULON C/HEX FLANGEADO 8.8 M6x1.00x50;0.021411;Unidades
FIJ-BUL-0151541420;BULON C/HEX FLANGEADO 8.8 M6x1.00x60;0.024312;Unidades
FIJ-BUL-0151560320;BULON C/HEX FLANGEADO 8.8 M8x1.25x16;0.021811;Unidades
FIJ-BUL-0151560520;BULON C/HEX FLANGEADO 8.8 M8x1.25x20;0.023612;Unidades
FIJ-BUL-0151560820;BULON C/HEX FLANGEADO 8.8 M8x1.25x30;0.028814;Unidades
FIJ-BUL-0151560920;BULON C/HEX FLANGEADO 8.8 M8x1.25x35;0.031616;Unidades
FIJ-BUL-0151561020;BULON C/HEX FLANGEADO 8.8 M8x1.25x40;0.034317;Unidades
FIJ-BUL-0151561220;BULON C/HEX FLANGEADO 8.8 M8x1.25x50;0.04002;Unidades
FIJ-BUL-0151561320;BULON C/HEX FLANGEADO 8.8 M8x1.25x55;0.042821;Unidades
FIJ-BUL-0151561420;BULON C/HEX FLANGEADO 8.8 M8x1.25x60;0.045423;Unidades
FIJ-BUL-0151561820;BULON C/HEX FLANGEADO 8.8 M8x1.25x80;0.056828;Unidades
FIJ-BUL-0151580520;BULON C/HEX FLANGEADO 8.8 M10x1.50x20;0.037319;Unidades
FIJ-BUL-0151580720;BULON C/HEX FLANGEADO 8.8 M10x1.50x25;0.04092;Unidades
FIJ-BUL-0151580820;BULON C/HEX FLANGEADO 8.8 M10x1.50x30;0.044122;Unidades
FIJ-BUL-0151580920;BULON C/HEX FLANGEADO 8.8 M10x1.50x35;0.047824;Unidades
FIJ-BUL-0151581020;BULON C/HEX FLANGEADO 8.8 M10x1.50x40;0.053527;Unidades
FIJ-BUL-0151581220;BULON C/HEX FLANGEADO 8.8 M10x1.50x50;0.062931;Unidades
FIJ-BUL-0151581320;BULON C/HEX FLANGEADO 8.8 M10x1.50x55;0.066833;Unidades
FIJ-BUL-0151581420;BULON C/HEX FLANGEADO 8.8 M10x1.50x60;0.071436;Unidades
FIJ-BUL-0151581520;BULON C/HEX FLANGEADO 8.8 M10x1.50x65;0.075438;Unidades
FIJ-BUL-0151581620;BULON C/HEX FLANGEADO 8.8 M10x1.50x70;0.07924;Unidades
FIJ-BUL-0151581820;BULON C/HEX FLANGEADO 8.8 M10x1.50x80;0.088944;Unidades
FIJ-BUL-0151582020;BULON C/HEX FLANGEADO 8.8 M10x1.50x90;0.102751;Unidades
FIJ-BUL-0151590720;BULON C/HEX FLANGEADO 8.8 M12x1.75x25;0.065533;Unidades
FIJ-BUL-0151590820;BULON C/HEX FLANGEADO 8.8 M12x1.75x30;0.070635;Unidades
FIJ-BUL-0151590920;BULON C/HEX FLANGEADO 8.8 M12x1.75x35;0.076438;Unidades
FIJ-BUL-0151591020;BULON C/HEX FLANGEADO 8.8 M12x1.75x40;0.082341;Unidades
FIJ-BUL-0151591220;BULON C/HEX FLANGEADO 8.8 M12x1.75x50;0.096848;Unidades
FIJ-BUL-0151591320;BULON C/HEX FLANGEADO 8.8 M12x1.75x55;0.104152;Unidades
FIJ-BUL-0151591420;BULON C/HEX FLANGEADO 8.8 M12x1.75x60;0.110055;Unidades
FIJ-BUL-0151591520;BULON C/HEX FLANGEADO 8.8 M12x1.75x65;0.116158;Unidades
FIJ-BUL-0151591620;BULON C/HEX FLANGEADO 8.8 M12x1.75x70;0.123762;Unidades
FIJ-BUL-0151591820;BULON C/HEX FLANGEADO 8.8 M12x1.75x80;0.137369;Unidades
FIJ-BUL-0151592020;BULON C/HEX FLANGEADO 8.8 M12x1.75x90;0.152376;Unidades
FIJ-BUL-0171140210;"BULON para Seccion C/Redonda 7/32""x5/8";0.048624;Unidades
FIJ-BUL-0171140310;"BULON para Seccion C/Redonda 7/32""x3/4";0.048624;Unidades
FIJ-BUL-0171140510;"BULON para Seccion C/Redonda 7/32""x1""";0.051626;Unidades
FIJ-BUL-0172140210;"BULON para Seccion C/Fresada 7/32""x9/16";0.046623;Unidades
FIJ-TUE-0202031110;"TUERCA G2 USS ZINC. 3/16""";0.002599;Unidades
FIJ-TUE-0202040110;"TUERCA G2 USS ZINC. 1/4""";0.003799;Unidades
FIJ-TUE-0202050110;"TUERCA G2 USS ZINC. 5/16""";0.005399;Unidades
FIJ-TUE-0202060110;"TUERCA G2 USS ZINC. 3/8""";0.007998;Unidades
FIJ-TUE-0202071110;"TUERCA G2 USS ZINC. 7/16""";0.014696;Unidades
FIJ-TUE-0202080110;"TUERCA G2 USS ZINC. 1/2""";0.019295;Unidades
FIJ-TUE-0202090110;"TUERCA G2 USS ZINC. 1/2""BSW";0.019395;Unidades
FIJ-TUE-0202100110;"TUERCA G2 USS ZINC. 9/16""";0.031092;Unidades
FIJ-TUE-0202110110;"TUERCA G2 USS ZINC. 5/8""";0.037891;Unidades
FIJ-TUE-0202120110;"TUERCA G2 USS ZINC. 3/4""";0.062284;Unidades
FIJ-TUE-0203060220;"TUERCA G5 SAE ZINC. 3/8""";0.009798;Unidades
FIJ-TUE-0203071220;"TUERCA G5 SAE ZINC. 7/16""";0.018095;Unidades
FIJ-TUE-0203080220;"TUERCA G5 SAE ZINC. 1/2""";0.023594;Unidades
FIJ-TUE-0203100220;"TUERCA G5 SAE ZINC. 9/16""";0.037091;Unidades
FIJ-TUE-0203110220;"TUERCA G5 SAE ZINC. 5/8""";0.046488;Unidades
FIJ-TUE-0204040120;"TUERCA G5 USS ZINC. 1/4""";0.004999;Unidades
FIJ-TUE-0204050120;"TUERCA G5 USS ZINC. 5/16""";0.006498;Unidades
FIJ-TUE-0204060120;"TUERCA G5 USS ZINC. 3/8""";0.009498;Unidades
FIJ-TUE-0204071120;"TUERCA G5 USS ZINC. 7/16""";0.017596;Unidades
FIJ-TUE-0204080120;"TUERCA G5 USS ZINC. 1/2""";0.022994;Unidades
FIJ-TUE-0204090120;"TUERCA G5 USS ZINC. 1/2""BSW";0.023494;Unidades
FIJ-TUE-0204100120;"TUERCA G5 USS ZINC. 9/16""";0.036191;Unidades
FIJ-TUE-0204110120;"TUERCA G5 USS ZINC. 5/8""";0.045289;Unidades
FIJ-TUE-0204120120;"TUERCA G5 USS ZINC. 3/4""";0.074581;Unidades
FIJ-TUE-0211530110;TUERCA C6 MA ZINC M5x0.80;0.0014;Unidades
FIJ-TUE-0211540110;TUERCA C6 MA ZINC M6x1.00;0.002599;Unidades
FIJ-TUE-0211550110;TUERCA C6 MA ZINC M7x1.00;0.003999;Unidades
FIJ-TUE-0211560110;TUERCA C6 MA ZINC M8x1.25;0.005299;Unidades
FIJ-TUE-0211580110;TUERCA C6 MA ZINC M10x1.50;0.011797;Unidades
FIJ-TUE-0211590110;TUERCA C6 MA ZINC M12x1.75;0.017496;Unidades
FIJ-TUE-0211600110;TUERCA C6 MA ZINC M14x2.00;0.025294;Unidades
FIJ-TUE-0211610110;TUERCA C6 MA ZINC M16x2.00;0.034891;Unidades
FIJ-TUE-0212560210;TUERCA C6 MB ZINC M8x1.00;0.005499;Unidades
FIJ-TUE-0212580210;TUERCA C6 MB ZINC M10x1.00;0.012297;Unidades
FIJ-TUE-0212580310;TUERCA C6 MB ZINC M10x1.25;0.012097;Unidades
FIJ-TUE-0212590210;TUERCA C6 MB ZINC M12x1.50;0.018095;Unidades
FIJ-TUE-0212590310;TUERCA C6 MB ZINC M12x1.25;0.018095;Unidades
FIJ-TUE-0212600210;TUERCA C6 MB ZINC M14x1.50;0.026093;Unidades
FIJ-TUE-0212610210;TUERCA C6 MB ZINC M16x1.50;0.035991;Unidades
FIJ-TUE-0213530120;TUERCA C8 MA ZINC M5x0.80;0.0016;Unidades
FIJ-TUE-0213540120;TUERCA C8 MA ZINC M6x1.00;0.003099;Unidades
FIJ-TUE-0213560120;TUERCA C8 MA ZINC M8x1.25;0.006398;Unidades
FIJ-TUE-0213580120;TUERCA C8 MA ZINC M10x1.50;0.014196;Unidades
FIJ-TUE-0213590120;TUERCA C8 MA ZINC M12x1.75;0.021095;Unidades
FIJ-TUE-0213600120;TUERCA C8 MA ZINC M14x2.00;0.030692;Unidades
FIJ-TUE-0213610120;TUERCA C8 MA ZINC M16x2.00;0.041989;Unidades
FIJ-TUE-0233060210;"TUERCA AUTOFRENANTE G2 SAE 3/8""";0.014196;Unidades
FIJ-TUE-0233070210;"TUERCA AUTOFRENANTE G2 SAE 7/16""";0.016596;Unidades
FIJ-TUE-0233080210;"TUERCA AUTOFRENANTE G2 SAE 1/2""";0.030292;Unidades
FIJ-TUE-0233100210;"TUERCA AUTOFRENANTE G2 SAE 9/16""";0.050487;Unidades
FIJ-TUE-0233110210;"TUERCA AUTOFRENANTE G2 SAE 5/8""";0.067483;Unidades
FIJ-TUE-0233120210;"TUERCA AUTOFRENANTE G2 SAE 3/4""";0.099775;Unidades
FIJ-TUE-0235031110;"TUERCA AUTOFRENANTE G2 USS 3/16""";0.002899;Unidades
FIJ-TUE-0235040110;"TUERCA AUTOFRENANTE G2 USS 1/4""";0.006298;Unidades
FIJ-TUE-0235050110;"TUERCA AUTOFRENANTE G2 USS 5/16""";0.008298;Unidades
FIJ-TUE-0235060110;"TUERCA AUTOFRENANTE G2 USS 3/8""";0.013697;Unidades
FIJ-TUE-0235070110;"TUERCA AUTOFRENANTE G2 USS 7/16""";0.016096;Unidades
FIJ-TUE-0235080110;"TUERCA AUTOFRENANTE G2 USS 1/2""";0.029493;Unidades
FIJ-TUE-0235090110;"TUERCA AUTOFRENANTE G2 USS 1/2""BSW";0.029693;Unidades
FIJ-TUE-0235100110;"TUERCA AUTOFRENANTE G2 USS 9/16""";0.048988;Unidades
FIJ-TUE-0235110110;"TUERCA AUTOFRENANTE G2 USS 5/8""";0.065584;Unidades
FIJ-TUE-0235120110;"TUERCA AUTOFRENANTE G2 USS 3/4""";0.097176;Unidades
FIJ-TUE-0237530110;TUERCA AUTOFRENANTE C8 M5x0.80;0.002699;Unidades
FIJ-TUE-0237540110;TUERCA AUTOFRENANTE C8 M6x1.00;0.004899;Unidades
FIJ-TUE-0237560110;TUERCA AUTOFRENANTE C8 M8x1.25;0.010297;Unidades
FIJ-TUE-0237580110;TUERCA AUTOFRENANTE C8 M10x1.50;0.022894;Unidades
FIJ-TUE-0237590110;TUERCA AUTOFRENANTE C8 M12x1.75;0.031092;Unidades
FIJ-TUE-0237600110;TUERCA AUTOFRENANTE C8 M14x2.00;0.052487;Unidades
FIJ-TUE-0237610110;TUERCA AUTOFRENANTE C8 M16x2.00;0.068783;Unidades
FIJ-TUE-0239580310;TUERCA AUTOFRENANTE C8 MB M10x1.25;0.023494;Unidades
FIJ-TUE-0239590210;TUERCA AUTOFRENANTE C8 MB M12x1.50;0.031892;Unidades
FIJ-TUE-0239600210;TUERCA AUTOFRENANTE C8 MB M14x1.50;0.053687;Unidades
FIJ-TUE-0239610210;TUERCA AUTOFRENANTE C8 MB M16x1.50;0.070382;Unidades
FIJ-VRO-0401530110;VARILLA ROSCADAS ZINC (1 m) M5;0.163023;Unidades
FIJ-VRO-0401540110;VARILLA ROSCADAS ZINC (1 m) M6;0.14102;Unidades
FIJ-VRO-0401560110;VARILLA ROSCADAS ZINC (1 m) M8;0.224031;Unidades
FIJ-VRO-0401580110;VARILLA ROSCADAS ZINC (1 m) M10;0.353049;Unidades
FIJ-VRO-0401590110;VARILLA ROSCADAS ZINC (1 m) M12;0.519073;Unidades
FIJ-VRO-0401600110;VARILLA ROSCADAS ZINC (1 m) M14;0.703098;Unidades
FIJ-VRO-0401610110;VARILLA ROSCADAS ZINC (1 m) M16;0.982137;Unidades
FIJ-VRO-0405020110;"VARILLA ROSCADAS ZINC (1 m) 5/32""";0.126018;Unidades
FIJ-VRO-0405030110;"VARILLA ROSCADAS ZINC (1 m) 3/16""";0.166023;Unidades
FIJ-VRO-0405040110;"VARILLA ROSCADAS ZINC (1 m) 1/4""";0.151021;Unidades
FIJ-VRO-0405050110;"VARILLA ROSCADAS ZINC (1 m) 5/16""";0.231032;Unidades
FIJ-VRO-0405060110;"VARILLA ROSCADAS ZINC (1 m) 3/8""";0.345048;Unidades
FIJ-VRO-0405070110;"VARILLA ROSCADAS ZINC (1 m) 7/16""";0.467065;Unidades
FIJ-VRO-0405080110;"VARILLA ROSCADAS ZINC (1 m) 1/2""";0.623087;Unidades
FIJ-VRO-0405090110;"VARILLA ROSCADAS ZINC (1 m) 1/2""BSW";0.623087;Unidades
FIJ-VRO-0405100110;"VARILLA ROSCADAS ZINC (1 m) 9/16""";0.816114;Unidades
FIJ-VRO-0405110110;"VARILLA ROSCADAS ZINC (1 m) 5/8""";1.020143;Unidades
FIJ-VRO-0405120110;"VARILLA ROSCADAS ZINC (1 m) 3/4""";1.507211;Unidades
FIJ-VRO-0405130110;"VARILLA ROSCADAS ZINC (1 m) 7/8""";2.117296;Unidades
FIJ-VRO-0405140110;"VARILLA ROSCADAS ZINC (1 m) 1""";2.762387;Unidades
FK--040-F-210;SOPORTE;1.709992;Unidades
FK--047-F-207;SOPORTE;3.60705;Unidades
FK--047-FT-206;SOPORTE AUTOCENTRANT;2.934898;Unidades
FK--047-HA-209;SOPORTE C/ ROSCA;8.695662;Unidades
FK--047-UC-207;ROD.AUTOCENTRANTE;2.521147;Unidades
FK--047-UCP-211;AUTOC.S/SOPORTE SY;27.247953;Unidades
FK--051-H-213;MANGOS DE FIJACION;3.03193;Unidades
FK--051-H-216;MANGUITOS CONICOS;4.018895;Unidades
FK--051-H-217;MANGUITOS CONICOS;4.12967;Unidades
FK--051-H-218;MANGUITO FIJACION;5.893479;Unidades
FK--051-H-315;MANGUITOS CONICOS;3.517014;Unidades
FLT-047-UCT-206;RODAMIENTO Y SOPORTE_x000D_;4.636017;Unidades
FLT-050-104949-11;ROD.CONO Y CUBETA;3.513138;Unidades
GIO-029-C-10-CAJA;32214;0.922404;Unidades
GIO-029-C-11-CAJA;32217/32218;0.922404;Unidades
GPZ-034-GE-30-E;ROTULA DE 30 MM;3.53893;Unidades
GPZ-040-32214;ROD.DE ROD.CONICOS;4.233682;Unidades
GPZ-040-32216;ROD.DE ROD.CONICOS;5.518907;Unidades
GPZ-043-30208;ROD.CONO Y CUBETA;2.257952;Unidades
GPZ-043-32007;ROD.DE RODILLOS CONICOS;1.907219;Unidades
GPZ-043-32213;ROD.DE RODILLOS CONICOS;13.670856;Unidades
HER-ABR-1-500X21X203;1-500X21X203 100KV60;68.03018;Unidades
HER-ABR-1-500X23X203;1-500X23X203 100KV60;78.230207;Unidades
HER-ABR-3MK1310IR-10;PDT-500X10/16X203 100KV60 - inner ring raceway grinder (3MK1310 IR);62.03981;Unidades
HER-ABR-3MK1310IR-13;PDT-500X13/16X203 100KV60 - inner ring raceway grinder (3MK1310 IR);61.100098;Unidades
HER-ABR-3MK1310OR-21;1-500X21X203 100KV60 - Outer ring spherical outer diameter grinder (3MK1310 OR);69.799786;Unidades
HER-ABR-3MK1310OR-23;1-500X23X203 100KV60 - Outer ring spherical outer diameter grinder (3MK1310 OR);73.400117;Unidades
HER-ABR-BO-29X44X10;3MK208 29X44X10 MA/SA100KV60S;0.650002;Unidades
HER-ABR-BO20X22.5X8;3MK208 20X22.5X8 MA/SA100KV60S;0.35;Unidades
HER-ABR-BO20X35X8;3MK208 20X35X8 MA/SA100KV60S;0.390001;Unidades
HER-ABR-BO20X36X8;3MK208 20X36X8 MA/SA100KV60S;0.410001;Unidades
HER-ABR-BO29X26.5X10;3MK208 29X26.5X10 MA/SA100KV60S;0.520001;Unidades
HER-ABR-BO29X38.5X10;3MK208 29X38.5X10 MA/SA100KV60S;0.610002;Unidades
HER-ABR-BO40X32X12;3MK208 40X32X12 MA/SA100KV60S;0.7;Unidades
HER-ABR-BO40X44X12;3MK208 40X44X12 MA/SA100KV60S;0.84;Unidades
HER-ABR-BO40X51X12;3MK208 40X51X12 MA/SA100KV60S;1.1;Unidades
HER-ABR-BORE-09X10X4;3MZ203 - 9x10x4 MA/SA 100 KV 60S;0.140007;Unidades
HER-ABR-BORE-12X10X5;3MZ203 - 12x10x5 MA/SA 100 KV 60S;0.15;Unidades
HER-ABR-BORE-13X18X5;3MZ203 - 13x18x5 MA/SA 100 KV 60S;0.170003;Unidades
HER-ABR-BORE-14X13X5;3MZ203 - 14x13x5 MA/SA 100 KV 60S;0.160007;Unidades
HER-ABR-BORE-17X15X6;3MZ203 - 17x15x6 MA/SA 100 KV 60S;0.2;Unidades
HER-ABR-BORE-21X15X8;3MZ203 - 21x15x8 MA/SA 100 KV 60S;0.259993;Unidades
HER-ABR-BORE14X19X5;3MZ203-14X19X5 MA/SA100KV60S;0.116996;Unidades
HER-ABR-BORE14X20X5;3MZ203-14X20X5 MA/SA100KV60S;0.116996;Unidades
HER-ABR-BORE17X17X6;3MZ203-17X17X6 MA/SA100KV60S;0.126987;Unidades
HER-ABR-BORE20X15X6;3MZ203-20X15X6 MA/SA100KV60S;0.155984;Unidades
HER-ABR-BORE22X16X8;3MZ203-22X16X8 MA/SA 100KV60S;0.174992;Unidades
HER-ABR-BORE28X20X8;3MZ203-28X20X8 MA/SA100KV60S;0.260007;Unidades
HER-ABR-GARNETSAND;Garnet Sand;252.950412;Toneladas
HER-ABR-IR500-10/20;3MZ135 - PDT 500 x 10/20 x 203 MA/SA 100 KV 60;50.239946;Unidades
HER-ABR-IR500-13/20;3MZ135 - PDT 500 x 13/20 X 203 MA/SA 100 KV 60;56.899931;Unidades
HER-ABR-IR500-8/16;3MZ135 - PDT 500 x 8/16 X 203 MA/SA 100 KV 60;50.239946;Unidades
HER-ABR-MESH#60;ARENA PARA LA MAQUINA CORTE POR AGUA;0.238003;Unidades
HER-ABR-OR68X11.5X10;3MK1410 68X11.5X10MA/SA100KV60S;0.95;Unidades
HER-ABR-ORR-28X6.5X6;3MZ146 - 28x6.5x6 MA/SA 100 KV 60S;0.390006;Unidades
HER-ABR-ORR-32X6X6;3MZ146 - 32x6x6 MA/SA 100 KV 60S;0.29001;Unidades
HER-ABR-ORR-32X7.5X6;3MZ146 - 32x7.5x6 MA/SA 100 KV 60S;0.270003;Unidades
HER-ABR-ORR-35X6X6;3MZ146 - 35x6x6 MA/SA 100 KV 60S;0.389989;Unidades
HER-ABR-ORR-48X7X10;3MZ146 - 48x7x10 MA/SA 100 KV 60S;0.419986;Unidades
HER-ABR-ORR-65X11X16;3MZ146 - 65x11x16 MA/SA 100 KV 60S;0.640006;Unidades
HER-ABR-ORR22X40.3X5;3MZ146 - 22x40.3x5 MA/SA 100 KV 60S;0.2;Unidades
HER-ABR-ORR25X5.3X6;3MZ146 - 25x5.3x6 MA/SA 100 KV 60S;0.230013;Unidades
HER-ABR-ORR28X5.3X6;3MZ146 - 28x5.3x6 MA/SA 100 KV 60S;0.259993;Unidades
HER-ABR-ORR35X5.5X6;3MZ146-35X5.5X6 MA/SA100KV60S;0.136004;Unidades
HER-ABR-ORR38X6.5X6;3MZ146-38X6.5X6 MA/SA100KV60S;0.155984;Unidades
HER-ABR-ORR40X7.5X6;3MZ146-40X7.5X6 MA/SA100KV60S;0.166007;Unidades
HER-ABR-ORR40X7X6;3MZ146-40X7X6 MA/SA 100KV60S;0.166007;Unidades
HER-ABR-ORR41X8X8;3MK1410 41X8X8MA/SA100KV60S;0.450001;Unidades
HER-ABR-ORR48X8.5X10;3MZ146 - 48x8.5x10 MA/SA 100 KV 60S;0.49001;Unidades
HER-ABR-ORR55X9.5X10;3MK1410 55X9.5X10MA/SA100KV60S;0.580002;Unidades
HER-ABR-PDT500X10/16;PDT-500X10/16X203 100KV60;59.670158;Unidades
HER-ABR-PDT500X13/16;PDT-500X13/16X203 100KV60;65.160173;Unidades
HER-ABR-SFF-5X5.5X50;3MZ313/326 - 5x5.5®x50 R=3.06 GC6000RH-30;0.521015;Unidades
HER-ABR-SFF-5X6X40;3MZ313/326-GC6000 RH-305X6®X40 R=3.46;0.308984;Unidades
HER-ABR-SFF-5X6X50;3MZ313/326 - 5x6®x50 R=3.46 GC6000RH-30;0.509016;Unidades
HER-ABR-SFF-6X7X30;3MZ313-326-GC6000 RH-50 6X7® 30 R=4.08;0.049011;Unidades
HER-ABR-SFF-6X7X50;3MZ313/326 - 6x7®x50 R=4.08 GC6000RH-30;0.721991;Unidades
HER-ABR-SFF-7X8X50;3MZ313/326 - 7x8®x50 R=4.9 GC600RH-30;1.139995;Unidades
HER-ABR-SFF-8X10X50;3MZ313/326 - 8x10®x50 R=6.54 GC600RH-30;2.540004;Unidades
HER-ABR-SFF-8X9X50;3MZ313/326 - 8x9®x50 R=5.71 GC600RH-30;2.080011;Unidades
HER-ABR-SFR-5X5.5X50;3MZ313/326 - 5x5.5®x50 R=3.06 WA3000 RH-50;0.468998;Unidades
HER-ABR-SFR-5X6X40;3MZ313/326-WA3000 RH-505X®X40 R=3.46;0.412001;Unidades
HER-ABR-SFR-5X6X50;3MZ313/326 - 5x6®x50 R=3.46 WA3000RH-50;0.435996;Unidades
HER-ABR-SFR-6X7X30;3MZ313/326-WA3000 RH-50 6X7®X30 R=4.08;0.044989;Unidades
HER-ABR-SFR-6X7X50;3MZ313/326 - 6x7®x50 R=4.08 WA3000RH-50;0.721991;Unidades
HER-ABR-SFR-7X8X50;3MZ313/326 - 7x8®x50 R=4.9 WA3000RH-50;0.979988;Unidades
HER-ABR-SFR-8X10X50;3MZ313/326 - 8x10®x50 R=6.54 WA3000RH-50;2.330011;Unidades
HER-ABR-SFR-8X9X50;3MZ313/326 - 8x9®x50 R=5.71 WA3000RH-50;1.909991;Unidades
HER-INS-DCG11T3022N;Inserto DCG11T3022N;10.503675;Unidades
HER-INS-DCG11T3042N;Inserto DCG11T3042N;10.503675;Unidades
HER-INS-DCG11T3082N;Inserto DCG11T3082N;10.503675;Unidades
HER-INS-TCG0902043N;Inserto TCG0902043N;12.0042;Unidades
HER-INS-TCG0902083N;Inserto TCG0902083N;12.0042;Unidades
HER-INS-TCG1102043N;Inserto TCG1102043N;12.0042;Unidades
HER-INS-TCG1102083N;Inserto TCG1102083N;12.0042;Unidades
HER-INS-TNG1604043N;Inserto TNG1604043N;12.0042;Unidades
HER-INS-VBG1604042N;Inserto VBG1604042N;11.20392;Unidades
HER-INS-VBG1604082N;Inserto VBG1604082N;11.20392;Unidades
IB--040-F-208;SOPORTE TIPO FY;1.35484;Unidades
IB--040-UC-212;ROD.AUTOCENTRANTE;13.484052;Unidades
IB--047-P-214;SOPORTE PIE TIPO SY;8.008209;Unidades
IB--047-UC-205;.;3.44303;Unidades
IKO-034-GE-17-ES-2RS;ROTULA;8.736517;Unidades
IKO-034-POS-10;ROTULA;8.141112;Unidades
IKO-034-POS-12;ROTULA;10.182958;Unidades
IKO-034-POS-18;ROTULA;14.25614;Unidades
IKO-034-SBB-14-2RS;ROTULAS;10.22844;Unidades
IKO-035-BA-2016-Z;ROD.DE AGUJA 2016;3.540386;Unidades
IKO-035-BA-2020-Z;ROD.DE AGUJA 2020;4.144842;Unidades
IKO-035-BA-2220-Z;ROD.DE AGUJAS 2220;3.811109;Unidades
IKO-035-K-25X31X20;K-25X31X20;4.105536;Unidades
IKO-035-NK-2830;ROD.AGUJAS 28x37x30;1.720002;Unidades
IKO-035-NK-3230;ROD.DE AGUJAS;2.482762;Unidades
IKO-035-RNA-6904;Rod. de Agujas;17.237021;Unidades
IKO-035-RNA-6905;Rod. de Agujas;18.250963;Unidades
IKO-035-SCE-1212;Rod. Agujas;3.524057;Unidades
IKO-043-CR-18-VUU;Seguidores de levas;19.921068;Unidades
INA-031-F-122901.7;SEMIEJE;31.789438;Unidades
INA-032-F-234709;F-229109 AUDI/PASSAT;112.66265;Unidades
INA-035-BA-3616;ROD. DE AGUJAS;15.41391;Unidades
INA-035-HK-3020;Rod. de Agujas;5.701951;Unidades
INA-035-HK-5520;Rod. de Agujas;12.92671;Unidades
INA-035-RNA-6904;Rod.de Agujas;16.979056;Unidades
INA-035-SCE-99;ROD.DE AGUJAS;6.32046;Unidades
INA-048-BE30-AH01;ESPECIAL AGRICOLA;17.422399;Unidades
INA-048-F-45802-1;HEXAGONAL DE 1 1/8;17.194003;Unidades
INS-CAT-CAD-ANSI-EST;CADENA ANSI ESTANDAR;0.01;Unidades
INS-CAT-CAD-ISO-BRIT;CADENA ISO BRITANICA;0.01;Unidades
INS-CAT-CAD-PROCOAT;CADENA PROCOAT;0.01;Unidades
INS-CAT-CAD-QUEST;CADENA-QUEST;0.01;Unidades
INS-CAT-CATALOGOS;CATALOGO;1.000001;Unidades
KBC-041-6308-C3;ROD. RIGIDO DE BOLAS;8.392667;Unidades
KBC-048-W-208-PP5;ROD.ESPECIAL;6.792448;Unidades
KG--031-509043-A;ROD. AUTOMOTOR;1;Unidades
KG--035-NJ-208;ROD. DE RODILLOS CILINDRICOS;2.520006;Unidades
KG--035-NUP-206;ROD. DE RODILLOS CILINDRICOS;2.2;Unidades
KG--040-1207;Rod. de bolas a rotulas;2.66731;Unidades
KG--040-1209;Rod. bolas a rotula;2.063005;Unidades
KG--040-1305;Rod. bolas a Rotula;1.499998;Unidades
KG--040-2206;Rod bolas a rotula;1.612989;Unidades
KG--040-2208;ROD.DEBOLAS A ROTULAS;1.8;Unidades
KG--040-2209;Rod. bolas a rotula;2.813004;Unidades
KG--040-UCP-205;CONJ.AUTOCENTRANTE;3.015072;Unidades
KG--041-6215-2RS;Rod rigido de bolas;15.9315;Unidades
KG--041-63002-2RS;ROD. RIGIDO DE BOLAS;1.018863;Unidades
KG--041-6917-2RS;RODAMIENTO;13.2156;Unidades
KG--042-22214-CW33C3;Rod. Rodillos Cilindricos;8.999986;Unidades
KG--042-22218-CKW33C;Rod. Rodillos Cilindricos;16.874982;Unidades
KG--042-22218CW33C3;Rod. Rodillos Cilindricos;16.874982;Unidades
KG--042-22332-KMBW33;Rod. Rodillos Cilindricos;455.69304;Unidades
KG--050-LM-67048-010;CONO Y CUBETA;5.545713;Unidades
KG--051-H-207;MANGUITO DE FIJACIO;0.97499;Unidades
KG--051-H-208;MANGUITO DE FIJACION;1.936333;Unidades
KG--051-H-209;MANGUITO DE FIJACION;1.396796;Unidades
KG--051-H-2309;MANGUITO DE FIJACION;1.649997;Unidades
KG--051-H-308;MANGUITO DE FIJACION;2.342879;Unidades
KGI-042-22205CW33C3;Rod. de rodillos a rotulas = 25x52x18;2.660002;Unidades
KGI-042-22206-CC3;ROD. ESFERICOS;2.8;Unidades
KGI-042-22207-CW33;ROD. ESFERICOS;3.4;Unidades
KGI-042-22207CW33C3;ROD.ESFERICO 22207CW33C3;3.280002;Unidades
